id,comment
1,女友蠻愛漂亮的 但是拍照拍不好看（我都隨便拍） 她有時候看了很吐血就很生氣 像是衣服不整齊（沒注意到） 表情動作奇怪或不清楚（手機有時候沒放大真的不會注意到） 就被她罵 她說她前男友也會因為這樣被她罵 我是覺得很無言 因為她大餅臉又不會畫陰影 當然很容易歪阿 連同事都說她人比照片好看很多 出去逛街拍照悲劇 她就生氣說不拍了 而且我覺得她真的怎麼拍 都大餅阿...很不上相 但直接看本人還可以吧 她還會酸我 風景拍的好拍她就醜 阿我拍coser隨便拍也... vivo都救不了的大餅 怎麼不跟有村一起去賣雞排；（ 真的每次被罵的很委屈欸
